chunk,300,500,700,900,1100,1300
1,275.9671579,455.730083,634.537455,813.1258704,988.9222177,1161.886576
2,280.3906522,463.3338169,645.2742254,827.5345248,1005.724919,1183.194702
3,285.5607375,472.2611988,659.0722264,845.2635198,1030.331264,1213.538064
4,290.547914,481.2984217,671.9472119,862.3004526,1054.786149,1241.702884
5,295.0974817,490.2568179,685.5814959,880.047914,1078.8402,1269.219276
6,299.5986712,498.8798451,699.2333179,898.009255,1100.251161,1295.732999
7,304.2799988,507.4982302,713.1642828,916.6861582,1123.53599,1324.739759
8,309.1054166,516.6440902,726.2878032,934.6210978,1145.175728,1354.96388
9,314.3885633,525.9734101,739.2381919,954.7529012,1170.332192,1387.381919
10,320.0357723,536.1142944,753.9768916,974.1796884,1195.032494,1419.358826
11,324.6943687,543.4465881,765.6026314,990.5974382,1211.730446,1439.549872
12,320.2272398,536.0218899,754.8659336,975.8396774,1190.852675,1414.426425
13,314.8429413,526.1045172,740.4481258,956.2939828,1166.681893,1384.410758
14,309.5336979,517.2759516,726.1149037,937.1280318,1143.128815,1355.650603
15,304.7628235,508.6434664,712.9033451,919.0756209,1120.884908,1329.138621
16,299.8432604,500.1200389,699.6605112,899.6724063,1098.45918,1302.05669
17,295.2833353,491.3418678,686.1358071,881.2364222,1075.835543,1274.409597
18,290.8084455,481.8239527,671.8426657,863.9956917,1054.698227,1244.201143
19,285.8622055,472.5001886,659.3163514,844.7787803,1031.034061,1213.417953
20,280.4912528,463.3720988,645.7164036,826.7431096,1008.793446,1184.28847
